F 	Date            	Hmsec 	ID   	Event 	Batt 	Light 	   T1 	   T2  	   T3 	   TC 	 Hall  	Batt(mV) 	CoreTemp(C)
D 	2022-02-06 06:07:47	  69 	c1937 	 2763 	 3403	    4	  687	  994	 1110	 1424	 4095	6646	010
T 	2022-02-06 06:08:07	 567 	c1937 	 2763 
S
D 	2022-02-06 06:08:47	  66 	c1937 	 2763 	 3405	    4	  687	  994	 1110	 1423	 4095	6650	009
D 	2022-02-06 06:09:47	  68 	c1937 	 2763 	 3404	    3	  686	  994	 1110	 1424	 4095	6648	010
D 	2022-02-06 06:10:47	  66 	c1937 	 2763 	 3405	    3	  687	  995	 1111	 1424	 4095	6650	010
D 	2022-02-06 06:11:47	  66 	c1937 	 2763 	 3402	    4	  687	  994	 1111	 1424	 4095	6644	010
D 	2022-02-06 06:12:47	  68 	c1937 	 2763 	 3404	    4	  687	  995	 1111	 1424	 4095	6648	010
D 	2022-02-06 06:13:47	  69 	c1937 	 2763 	 3404	    4	  687	  995	 1110	 1424	 4095	6648	010
D 	2022-02-06 06:14:47	  68 	c1937 	 2763 	 3405	    3	  687	  995	 1110	 1425	 4095	6650	010
D 	2022-02-06 06:15:47	  69 	c1937 	 2763 	 3403	    4	  687	  994	 1110	 1424	 4095	6646	010
D 	2022-02-06 06:16:47	  68 	c1937 	 2763 	 3404	    4	  687	  994	 1110	 1424	 4095	6648	010
D 	2022-02-06 06:17:47	  68 	c1937 	 2763 	 3404	    4	  686	  995	 1110	 1424	 4095	6648	010
D 	2022-02-06 06:18:47	  70 	c1937 	 2763 	 3403	    3	  687	  995	 1110	 1423	 4095	6646	009
D 	2022-02-06 06:19:47	  69 	c1937 	 2763 	 3403	    4	  687	  995	 1110	 1424	 4095	6646	010
D 	2022-02-06 06:20:47	  68 	c1937 	 2763 	 3404	    4	  687	  995	 1110	 1424	 4095	6648	010
T 	2022-02-06 06:20:49	 579 	c1937 	 2763 
S
D 	2022-02-06 06:21:47	  69 	c1937 	 2763 	 3401	    4	  687	  995	 1110	 1423	 4095	6642	009
D 	2022-02-06 06:22:47	  68 	c1937 	 2763 	 3403	    4	  686	  995	 1110	 1424	 4095	6646	010
D 	2022-02-06 06:23:47	  67 	c1937 	 2763 	 3401	    4	  686	  995	 1109	 1424	 4095	6642	010
D 	2022-02-06 06:24:47	  65 	c1937 	 2763 	 3400	    4	  687	  994	 1109	 1424	 4095	6640	010
D 	2022-02-06 06:25:47	  69 	c1937 	 2763 	 3402	    4	  687	  994	 1111	 1424	 4095	6644	010
D 	2022-02-06 06:26:47	  68 	c1937 	 2763 	 3402	    4	  687	  995	 1110	 1425	 4095	6644	010
D 	2022-02-06 06:27:47	  69 	c1937 	 2763 	 3403	    5	  687	  994	 1111	 1424	 4095	6646	010
D 	2022-02-06 06:28:47	  67 	c1937 	 2763 	 3403	    5	  687	  994	 1111	 1425	 4095	6646	010
D 	2022-02-06 06:29:47	  67 	c1937 	 2763 	 3401	    4	  686	  994	 1110	 1425	 4095	6642	010
D 	2022-02-06 06:30:47	  69 	c1937 	 2763 	 3402	    5	  687	  996	 1110	 1424	 4095	6644	010
D 	2022-02-06 06:31:47	  69 	c1937 	 2763 	 3401	    5	  687	  994	 1110	 1424	 4095	6642	010
D 	2022-02-06 06:32:47	  69 	c1937 	 2763 	 3403	    5	  687	  994	 1110	 1424	 4095	6646	010
T 	2022-02-06 06:32:54	 371 	c1937 	 2763 
S
D 	2022-02-06 06:33:47	  68 	c1937 	 2763 	 3403	    5	  687	  995	 1110	 1424	 4095	6646	010
D 	2022-02-06 06:34:47	  66 	c1937 	 2763 	 3400	    5	  687	  994	 1110	 1424	 4095	6640	010
D 	2022-02-06 06:35:47	  66 	c1937 	 2763 	 3401	    6	  690	  991	 1115	 1424	 4095	6642	010
D 	2022-02-06 06:36:47	  70 	c1937 	 2763 	 3400	    6	  689	  988	 1111	 1424	 4095	6640	010
D 	2022-02-06 06:37:47	  67 	c1937 	 2763 	 3403	    8	  685	  991	 1114	 1423	 4095	6646	009
D 	2022-02-06 06:38:47	  65 	c1937 	 2763 	 3401	    9	  685	  992	 1107	 1423	 4095	6642	009
D 	2022-02-06 06:39:47	  69 	c1937 	 2763 	 3402	   10	  687	  994	 1111	 1422	 4095	6644	009
D 	2022-02-06 06:40:47	  68 	c1937 	 2763 	 3401	   13	  688	  988	 1111	 1424	 4095	6642	010
D 	2022-02-06 06:41:47	  69 	c1937 	 2763 	 3402	   15	  691	  991	 1114	 1424	 4095	6644	010
D 	2022-02-06 06:42:47	  70 	c1937 	 2763 	 3399	   19	  690	  991	 1115	 1424	 4095	6638	010
D 	2022-02-06 06:43:47	  69 	c1937 	 2763 	 3402	   19	  689	  988	 1111	 1423	 4095	6644	009
T 	2022-02-06 06:43:56	 503 	c1937 	 2763 
S
D 	2022-02-06 06:44:47	  66 	c1937 	 2763 	 3403	   23	  693	  991	 1115	 1424	 4095	6646	010
D 	2022-02-06 06:45:47	  64 	c1937 	 2763 	 3402	   24	  687	  995	 1111	 1424	 4095	6644	010
D 	2022-02-06 06:46:47	  66 	c1937 	 2763 	 3399	   27	  690	  991	 1114	 1424	 4095	6638	010
D 	2022-02-06 06:47:47	  67 	c1937 	 2763 	 3401	   27	  691	  991	 1115	 1424	 4095	6642	010
D 	2022-02-06 06:48:47	  69 	c1937 	 2763 	 3401	   31	  693	  991	 1115	 1424	 4095	6642	010
D 	2022-02-06 06:49:47	  68 	c1937 	 2763 	 3402	   34	  689	  989	 1111	 1424	 4095	6644	010
D 	2022-02-06 06:50:47	  65 	c1937 	 2763 	 3401	   35	  689	  988	 1111	 1424	 4095	6642	010
D 	2022-02-06 06:51:47	  68 	c1937 	 2763 	 3399	   37	  690	  991	 1114	 1423	 4095	6638	009
D 	2022-02-06 06:52:47	  67 	c1937 	 2763 	 3399	   43	  690	  991	 1114	 1423	 4095	6638	009
D 	2022-02-06 06:53:47	  67 	c1937 	 2763 	 3402	   50	  691	  991	 1114	 1424	 4095	6644	010
D 	2022-02-06 06:54:47	  65 	c1937 	 2763 	 3400	   55	  694	  995	 1111	 1424	 4095	6640	010
D 	2022-02-06 06:55:47	  66 	c1937 	 2763 	 3400	   62	  692	  991	 1114	 1424	 4095	6640	010
T 	2022-02-06 06:56:03	 600 	c1937 	 2763 
S
D 	2022-02-06 06:56:47	  68 	c1937 	 2763 	 3401	   71	  692	  991	 1114	 1423	 4095	6642	009
D 	2022-02-06 06:57:47	  64 	c1937 	 2763 	 3400	   81	  685	  992	 1107	 1423	 4095	6640	009
D 	2022-02-06 06:58:47	  68 	c1937 	 2763 	 3400	   99	  684	  991	 1114	 1424	 4095	6640	010
D 	2022-02-06 06:59:47	  68 	c1937 	 2763 	 3400	  130	  726	  994	 1110	 1423	 4095	6640	009
D 	2022-02-06 07:00:47	  68 	c1937 	 2763 	 3399	  164	  724	  991	 1114	 1424	 4095	6638	010
D 	2022-02-06 07:01:47	  68 	c1937 	 2763 	 3399	  199	  723	  991	 1114	 1423	 4095	6638	009
D 	2022-02-06 07:02:47	  70 	c1937 	 2763 	 3399	  259	  758	  996	 1110	 1423	 4095	6638	009
D 	2022-02-06 07:03:47	  65 	c1937 	 2763 	 3401	  304	  751	  996	 1111	 1423	 4095	6642	009
D 	2022-02-06 07:04:47	  66 	c1937 	 2763 	 3398	  307	  752	  988	 1110	 1424	 4095	6636	010
D 	2022-02-06 07:05:47	  68 	c1937 	 2763 	 3399	  308	  753	  988	 1110	 1424	 4095	6638	010
T 	2022-02-06 07:06:35	 108 	c1937 	 2763 
S
D 	2022-02-06 07:06:47	  69 	c1937 	 2763 	 3399	  311	  755	  992	 1108	 1423	 4095	6638	009
D 	2022-02-06 07:07:47	  67 	c1937 	 2763 	 3400	  312	  749	  992	 1107	 1423	 4095	6640	009
D 	2022-02-06 07:08:47	  65 	c1937 	 2763 	 3399	  312	  749	  992	 1107	 1423	 4095	6638	009
D 	2022-02-06 07:09:47	  70 	c1937 	 2763 	 3397	  315	  751	  996	 1111	 1423	 4095	6634	009
D 	2022-02-06 07:10:47	  69 	c1937 	 2763 	 3400	  317	  749	  992	 1108	 1424	 4095	6640	010
D 	2022-02-06 07:11:47	  66 	c1937 	 2763 	 3399	  318	  752	  987	 1111	 1422	 4095	6638	009
D 	2022-02-06 07:12:47	  70 	c1937 	 2763 	 3399	  323	  748	  992	 1108	 1423	 4095	6638	009
D 	2022-02-06 07:13:47	  65 	c1937 	 2763 	 3400	  324	  749	  992	 1107	 1424	 4095	6640	010
D 	2022-02-06 07:14:47	  68 	c1937 	 2763 	 3401	  326	  752	  988	 1111	 1424	 4095	6642	010
D 	2022-02-06 07:15:47	  69 	c1937 	 2763 	 3400	  330	  748	  992	 1107	 1423	 4095	6640	009
D 	2022-02-06 07:16:47	  69 	c1937 	 2763 	 3400	  332	  747	  991	 1114	 1424	 4095	6640	010
T 	2022-02-06 07:17:04	 473 	c1937 	 2763 
S
D 	2022-02-06 07:17:47	  69 	c1937 	 2763 	 3399	  333	  747	  991	 1115	 1423	 4095	6638	009
D 	2022-02-06 07:18:47	  69 	c1937 	 2763 	 3400	  336	  744	  987	 1111	 1424	 4095	6640	010
D 	2022-02-06 07:19:47	  67 	c1937 	 2763 	 3401	  338	  746	  992	 1108	 1423	 4095	6642	009
D 	2022-02-06 07:20:47	  68 	c1937 	 2763 	 3401	  339	  746	  992	 1107	 1422	 4095	6642	009
D 	2022-02-06 07:21:47	  67 	c1937 	 2763 	 3399	  341	  746	  991	 1114	 1422	 4095	6638	009
D 	2022-02-06 07:22:47	  70 	c1937 	 2763 	 3400	  342	  749	  991	 1114	 1424	 4095	6640	010
D 	2022-02-06 07:23:47	  69 	c1937 	 2763 	 3400	  344	  742	  995	 1111	 1423	 4095	6640	009
D 	2022-02-06 07:24:47	  67 	c1937 	 2763 	 3400	  347	  744	  988	 1111	 1421	 4095	6640	009
D 	2022-02-06 07:25:47	  69 	c1937 	 2763 	 3399	  348	  744	  988	 1111	 1422	 4095	6638	009
D 	2022-02-06 07:26:47	  69 	c1937 	 2763 	 3399	  346	  746	  991	 1115	 1422	 4095	6638	009
T 	2022-02-06 07:27:38	 389 	c1937 	 2763 
S
D 	2022-02-06 07:27:47	  69 	c1937 	 2763 	 3399	  345	  742	  995	 1111	 1422	 4095	6638	009
D 	2022-02-06 07:28:47	  64 	c1937 	 2763 	 3399	  346	  745	  988	 1111	 1423	 4095	6638	009
D 	2022-02-06 07:29:47	  69 	c1937 	 2763 	 3399	  346	  745	  988	 1111	 1422	 4095	6638	009
D 	2022-02-06 07:30:47	  69 	c1937 	 2763 	 3397	  350	  747	  992	 1107	 1422	 4095	6634	009
D 	2022-02-06 07:31:47	  65 	c1937 	 2763 	 3396	  356	  744	  988	 1110	 1423	 4095	6632	009
D 	2022-02-06 07:32:47	  68 	c1937 	 2763 	 3397	  360	  739	  992	 1107	 1422	 4095	6634	009
D 	2022-02-06 07:33:47	  68 	c1937 	 2763 	 3399	  363	  742	  996	 1110	 1423	 4095	6638	009
D 	2022-02-06 07:34:47	  67 	c1937 	 2763 	 3398	  370	  741	  993	 1107	 1422	 4095	6636	009
D 	2022-02-06 07:35:47	  68 	c1937 	 2763 	 3399	  370	  741	  992	 1108	 1423	 4095	6638	009
D 	2022-02-06 07:36:47	  68 	c1937 	 2763 	 3399	  370	  741	  992	 1107	 1422	 4095	6638	009
D 	2022-02-06 07:37:47	  68 	c1937 	 2763 	 3399	  370	  741	  992	 1107	 1422	 4095	6638	009
D 	2022-02-06 07:38:47	  69 	c1937 	 2763 	 3399	  369	  738	  992	 1107	 1422	 4095	6638	009
T 	2022-02-06 07:38:59	 244 	c1937 	 2763 
S
D 	2022-02-06 07:39:47	  68 	c1937 	 2763 	 3396	  372	  741	  992	 1107	 1422	 4095	6632	009
D 	2022-02-06 07:40:47	  67 	c1937 	 2763 	 3395	  384	  792	 1048	 1165	 1422	 4095	6630	009
D 	2022-02-06 07:41:47	  68 	c1937 	 2763 	 3398	  390	  796	 1051	 1168	 1423	 4095	6636	009
D 	2022-02-06 07:42:47	  67 	c1937 	 2763 	 3399	  394	  792	 1049	 1165	 1422	 4095	6638	009
D 	2022-02-06 07:43:47	  69 	c1937 	 2763 	 3398	  392	  791	 1053	 1169	 1423	 4095	6636	009
D 	2022-02-06 07:44:47	  68 	c1937 	 2763 	 3397	  392	  791	 1054	 1171	 1420	 4095	6634	009
D 	2022-02-06 07:45:47	  68 	c1937 	 2763 	 3398	  397	  790	 1054	 1171	 1421	 4095	6636	009
D 	2022-02-06 07:46:47	  64 	c1937 	 2763 	 3398	  400	  791	 1054	 1171	 1422	 4095	6636	009
D 	2022-02-06 07:47:47	  65 	c1937 	 2763 	 3397	  410	  790	 1054	 1170	 1422	 4095	6634	009
D 	2022-02-06 07:48:47	  66 	c1937 	 2763 	 3395	  415	  788	 1051	 1168	 1421	 4095	6630	009
T 	2022-02-06 07:49:17	 508 	c1937 	 2763 
S
D 	2022-02-06 07:49:47	  69 	c1937 	 2763 	 3399	  431	  784	 1049	 1165	 1422	 4095	6638	009
D 	2022-02-06 07:50:47	  69 	c1937 	 2763 	 3398	  440	  780	 1051	 1168	 1422	 4095	6636	009
D 	2022-02-06 07:51:47	  66 	c1937 	 2763 	 3396	  435	  781	 1051	 1168	 1421	 4095	6632	009
D 	2022-02-06 07:52:47	  69 	c1937 	 2763 	 3397	  430	  785	 1048	 1166	 1422	 4095	6634	009
D 	2022-02-06 07:53:47	  69 	c1937 	 2763 	 3398	  419	  784	 1049	 1165	 1421	 4095	6636	009
D 	2022-02-06 07:54:47	  66 	c1937 	 2763 	 3398	  422	  787	 1051	 1168	 1422	 4095	6636	009
D 	2022-02-06 07:55:47	  70 	c1937 	 2763 	 3395	  413	  786	 1051	 1167	 1421	 4095	6630	009
D 	2022-02-06 07:56:47	  70 	c1937 	 2763 	 3396	  411	  789	 1051	 1169	 1420	 4095	6632	009
D 	2022-02-06 07:57:47	  68 	c1937 	 2763 	 3398	  395	  791	 1054	 1170	 1421	 4095	6636	009
D 	2022-02-06 07:58:47	  65 	c1937 	 2763 	 3398	  381	  795	 1051	 1168	 1422	 4095	6636	009
D 	2022-02-06 07:59:47	  68 	c1937 	 2763 	 3396	  381	  796	 1051	 1168	 1421	 4095	6632	009
D 	2022-02-06 08:00:47	  69 	c1937 	 2763 	 3398	  376	  737	  989	 1110	 1420	 4095	6636	009
T 	2022-02-06 08:00:48	  30 	c1937 	 2763 
S
D 	2022-02-06 08:01:47	  67 	c1937 	 2763 	 3397	  367	  744	  989	 1111	 1422	 4095	6634	009
D 	2022-02-06 08:02:47	  69 	c1937 	 2763 	 3395	  361	  739	  991	 1115	 1422	 4095	6630	009
D 	2022-02-06 08:03:47	  65 	c1937 	 2763 	 3395	  362	  742	  996	 1110	 1422	 4095	6630	009
D 	2022-02-06 08:04:47	  67 	c1937 	 2763 	 3397	  367	  744	  988	 1110	 1421	 4095	6634	009
D 	2022-02-06 08:05:47	  69 	c1937 	 2763 	 3397	  388	  795	 1051	 1168	 1422	 4095	6634	009
D 	2022-02-06 08:06:47	  69 	c1937 	 2763 	 3397	  394	  792	 1048	 1165	 1421	 4095	6634	009
D 	2022-02-06 08:07:47	  69 	c1937 	 2763 	 3397	  392	  790	 1054	 1171	 1422	 4095	6634	009
D 	2022-02-06 08:08:47	  68 	c1937 	 2763 	 3396	  398	  793	 1048	 1166	 1421	 4095	6632	009
D 	2022-02-06 08:09:47	  67 	c1937 	 2763 	 3397	  412	  788	 1051	 1167	 1420	 4095	6634	009
D 	2022-02-06 08:10:47	  69 	c1937 	 2763 	 3397	  419	  785	 1048	 1165	 1420	 4095	6634	009
D 	2022-02-06 08:11:47	  69 	c1937 	 2763 	 3395	  435	  782	 1055	 1171	 1420	 4095	6630	009
D 	2022-02-06 08:12:47	  69 	c1937 	 2763 	 3395	  458	  776	 1049	 1165	 1420	 4095	6630	009
D 	2022-02-06 08:13:47	  67 	c1937 	 2763 	 3395	  467	  774	 1053	 1168	 1419	 4095	6630	009
D 	2022-02-06 08:14:47	  69 	c1937 	 2763 	 3395	  481	  769	 1047	 1171	 1418	 4095	6630	008
D 	2022-02-06 08:15:47	  65 	c1937 	 2763 	 3394	  490	  771	 1051	 1167	 1419	 4095	6628	009
T 	2022-02-06 08:16:15	 622 	c1937 	 2763 
S
D 	2022-02-06 08:16:47	  69 	c1937 	 2763 	 3397	  485	  772	 1050	 1167	 1418	 4095	6634	008
D 	2022-02-06 08:17:47	  69 	c1937 	 2763 	 3393	  498	  769	 1048	 1166	 1417	 4095	6626	008
D 	2022-02-06 08:18:47	  69 	c1937 	 2763 	 3394	  510	  836	 1052	 1167	 1417	 4095	6628	008
D 	2022-02-06 08:19:47	  68 	c1937 	 2763 	 3393	  519	  831	 1055	 1170	 1419	 4095	6626	009
D 	2022-02-06 08:20:47	  66 	c1937 	 2763 	 3392	  524	  828	 1051	 1168	 1417	 4095	6625	008
D 	2022-02-06 08:21:47	  69 	c1937 	 2763 	 3395	  527	  829	 1051	 1168	 1416	 4095	6630	008
D 	2022-02-06 08:22:47	  70 	c1937 	 2763 	 3394	  536	  825	 1048	 1165	 1418	 4095	6628	008
D 	2022-02-06 08:23:47	  69 	c1937 	 2763 	 3396	  544	  818	 1050	 1167	 1419	 4095	6632	009
D 	2022-02-06 08:24:47	  68 	c1937 	 2763 	 3394	  545	  818	 1051	 1168	 1417	 4095	6628	008
D 	2022-02-06 08:25:47	  67 	c1937 	 2763 	 3395	  519	  831	 1055	 1172	 1417	 4095	6630	008
D 	2022-02-06 08:26:47	  70 	c1937 	 2763 	 3395	  505	  764	 1050	 1167	 1417	 4095	6630	008
D 	2022-02-06 08:27:47	  69 	c1937 	 2763 	 3395	  506	  767	 1053	 1167	 1416	 4095	6630	008
D 	2022-02-06 08:28:47	  66 	c1937 	 2763 	 3395	  507	  767	 1053	 1168	 1416	 4095	6630	008
D 	2022-02-06 08:29:47	  67 	c1937 	 2763 	 3395	  498	  770	 1051	 1167	 1416	 4095	6630	008
D 	2022-02-06 08:30:47	  69 	c1937 	 2763 	 3393	  466	  774	 1053	 1168	 1416	 4095	6626	008
D 	2022-02-06 08:31:47	  69 	c1937 	 2763 	 3393	  460	  775	 1053	 1167	 1416	 4095	6626	008
D 	2022-02-06 08:32:47	  66 	c1937 	 2763 	 3392	  466	  774	 1054	 1170	 1416	 4095	6625	008
D 	2022-02-06 08:33:47	  68 	c1937 	 2763 	 3394	  470	  777	 1048	 1165	 1416	 4095	6628	008
D 	2022-02-06 08:34:47	  66 	c1937 	 2763 	 3393	  472	  771	 1051	 1168	 1416	 4095	6626	008
D 	2022-02-06 08:35:47	  67 	c1937 	 2763 	 3394	  486	  775	 1053	 1168	 1415	 4095	6628	008
D 	2022-02-06 08:36:47	  66 	c1937 	 2763 	 3391	  522	  829	 1051	 1167	 1415	 4095	6623	008
T 	2022-02-06 08:37:35	 831 	c1937 	 2763 
S
D 	2022-02-06 08:37:47	  66 	c1937 	 2763 	 3392	  610	  805	 1051	 1168	 1415	 4095	6625	008
D 	2022-02-06 08:38:47	  66 	c1937 	 2763 	 3394	  714	  834	 1051	 1167	 1415	 4095	6628	008
D 	2022-02-06 08:39:47	  68 	c1937 	 2763 	 3395	  783	  879	 1056	 1166	 1415	 4095	6630	008
D 	2022-02-06 08:40:47	  66 	c1937 	 2763 	 3393	  813	  864	 1048	 1166	 1415	 4095	6626	008
D 	2022-02-06 08:41:47	  69 	c1937 	 2763 	 3393	  817	  861	 1052	 1167	 1415	 4095	6626	008
D 	2022-02-06 08:42:47	  67 	c1937 	 2763 	 3392	  820	  865	 1048	 1165	 1413	 4095	6625	008
D 	2022-02-06 08:43:47	  65 	c1937 	 2763 	 3391	  840	  854	 1055	 1171	 1414	 4095	6623	008
D 	2022-02-06 08:44:47	  66 	c1937 	 2763 	 3390	  862	  856	 1047	 1171	 1415	 4095	6621	008
D 	2022-02-06 08:45:47	  69 	c1937 	 2763 	 3395	  858	  848	 1047	 1171	 1415	 4095	6630	008
D 	2022-02-06 08:46:47	  69 	c1937 	 2763 	 3394	  831	  859	 1051	 1168	 1414	 4095	6628	008
D 	2022-02-06 08:47:47	  68 	c1937 	 2763 	 3395	  794	  875	 1051	 1168	 1415	 4095	6630	008
D 	2022-02-06 08:48:47	  69 	c1937 	 2763 	 3392	  795	  872	 1048	 1166	 1414	 4095	6625	008
D 	2022-02-06 08:49:47	  68 	c1937 	 2763 	 3392	  836	  857	 1048	 1165	 1415	 4095	6625	008
D 	2022-02-06 08:50:47	  68 	c1937 	 2763 	 3392	  895	  912	 1107	 1167	 1414	 4095	6625	008
D 	2022-02-06 08:51:47	  68 	c1937 	 2763 	 3390	  945	  881	 1047	 1171	 1414	 4095	6621	008
D 	2022-02-06 08:52:47	  69 	c1937 	 2763 	 3393	  977	  870	 1055	 1170	 1412	 4095	6626	007
D 	2022-02-06 08:53:47	  67 	c1937 	 2763 	 3391	  968	  874	 1051	 1168	 1414	 4095	6623	008
D 	2022-02-06 08:54:47	  67 	c1937 	 2763 	 3394	  926	  895	 1113	 1165	 1413	 4095	6628	008
D 	2022-02-06 08:55:47	  68 	c1937 	 2763 	 3390	  876	  852	 1051	 1168	 1414	 4095	6621	008
D 	2022-02-06 08:56:47	  68 	c1937 	 2763 	 3391	  856	  847	 1055	 1171	 1414	 4095	6623	008
D 	2022-02-06 08:57:47	  68 	c1937 	 2763 	 3390	  871	  853	 1051	 1168	 1414	 4095	6621	008
D 	2022-02-06 08:58:47	  67 	c1937 	 2763 	 3392	  883	  847	 1055	 1172	 1412	 4095	6625	007
T 	2022-02-06 08:59:01	 376 	c1937 	 2763 
S
D 	2022-02-06 08:59:47	  68 	c1937 	 2763 	 3390	  883	  846	 1055	 1171	 1414	 4095	6621	008
D 	2022-02-06 09:00:47	  66 	c1937 	 2763 	 3393	  934	  890	 1050	 1168	 1414	 4095	6626	008
D 	2022-02-06 09:01:47	  69 	c1937 	 2763 	 3389	 1012	  869	 1051	 1167	 1414	 4095	6619	008
D 	2022-02-06 09:02:47	  69 	c1937 	 2763 	 3391	 1061	  904	 1108	 1168	 1413	 4095	6623	008
D 	2022-02-06 09:03:47	  69 	c1937 	 2763 	 3391	 1082	  893	 1110	 1172	 1414	 4095	6623	008
D 	2022-02-06 09:04:47	  69 	c1937 	 2763 	 3392	 1082	  898	 1109	 1168	 1413	 4095	6625	008
D 	2022-02-06 09:05:47	  67 	c1937 	 2763 	 3389	 1040	  919	 1113	 1165	 1411	 4095	6619	007
D 	2022-02-06 09:06:47	  67 	c1937 	 2763 	 3392	 1004	  874	 1051	 1167	 1411	 4095	6625	007
D 	2022-02-06 09:07:47	  66 	c1937 	 2763 	 3391	  970	  874	 1051	 1168	 1414	 4095	6623	008
D 	2022-02-06 09:08:47	  69 	c1937 	 2763 	 3390	  956	  880	 1048	 1165	 1412	 4095	6621	007
D 	2022-02-06 09:09:47	  68 	c1937 	 2763 	 3391	  975	  874	 1051	 1167	 1412	 4095	6623	007
D 	2022-02-06 09:10:47	  67 	c1937 	 2763 	 3391	 1022	  935	 1113	 1165	 1413	 4095	6623	008
D 	2022-02-06 09:11:47	  67 	c1937 	 2763 	 3389	 1095	  894	 1112	 1165	 1414	 4095	6619	008
D 	2022-02-06 09:12:47	  68 	c1937 	 2763 	 3389	 1138	  886	 1055	 1171	 1413	 4095	6619	008
D 	2022-02-06 09:13:47	  69 	c1937 	 2763 	 3391	 1111	  887	 1056	 1165	 1413	 4095	6623	008
D 	2022-02-06 09:14:47	  64 	c1937 	 2763 	 3391	 1056	  908	 1110	 1171	 1414	 4095	6623	008
D 	2022-02-06 09:15:47	  68 	c1937 	 2763 	 3391	 1028	  930	 1110	 1171	 1412	 4095	6623	007
D 	2022-02-06 09:16:47	  68 	c1937 	 2763 	 3391	  995	  870	 1055	 1170	 1413	 4095	6623	008
D 	2022-02-06 09:17:47	  65 	c1937 	 2763 	 3388	  983	  872	 1047	 1170	 1413	 4095	6617	008
D 	2022-02-06 09:18:47	  65 	c1937 	 2763 	 3390	 1009	  863	 1056	 1165	 1413	 4095	6621	008
D 	2022-02-06 09:19:47	  67 	c1937 	 2763 	 3387	 1018	  866	 1051	 1167	 1412	 4095	6615	007
D 	2022-02-06 09:20:47	  67 	c1937 	 2763 	 3391	  964	  878	 1055	 1171	 1412	 4095	6623	007
D 	2022-02-06 09:21:47	  66 	c1937 	 2763 	 3391	  889	  844	 1051	 1167	 1414	 4095	6623	008
D 	2022-02-06 09:22:47	  70 	c1937 	 2763 	 3388	  819	  863	 1056	 1165	 1411	 4095	6617	007
D 	2022-02-06 09:23:47	  68 	c1937 	 2763 	 3391	  776	  882	 1051	 1168	 1411	 4095	6623	007
D 	2022-02-06 09:24:47	  69 	c1937 	 2763 	 3389	  759	  828	 1051	 1168	 1413	 4095	6619	008
D 	2022-02-06 09:25:47	  69 	c1937 	 2763 	 3390	  741	  829	 1052	 1168	 1412	 4095	6621	007
D 	2022-02-06 09:26:47	  69 	c1937 	 2763 	 3389	  754	  826	 1051	 1168	 1411	 4095	6619	007
T 	2022-02-06 09:27:02	 134 	c1937 	 2763 
S
D 	2022-02-06 09:27:47	  69 	c1937 	 2763 	 3389	  797	  870	 1055	 1171	 1412	 4095	6619	007
D 	2022-02-06 09:28:47	  67 	c1937 	 2763 	 3389	  891	  845	 1051	 1168	 1412	 4095	6619	007
D 	2022-02-06 09:29:47	  68 	c1937 	 2763 	 3387	 1035	  916	 1111	 1172	 1413	 4095	6615	008
D 	2022-02-06 09:30:47	  67 	c1937 	 2763 	 3389	 1155	  945	 1108	 1168	 1413	 4095	6619	008
D 	2022-02-06 09:31:47	  65 	c1937 	 2763 	 3389	 1193	  916	 1111	 1171	 1413	 4095	6619	008
D 	2022-02-06 09:32:47	  69 	c1937 	 2763 	 3389	 1195	  918	 1112	 1165	 1412	 4095	6619	007
D 	2022-02-06 09:33:47	  68 	c1937 	 2763 	 3389	 1193	  919	 1114	 1167	 1412	 4095	6619	007
D 	2022-02-06 09:34:47	  69 	c1937 	 2763 	 3389	 1185	  925	 1111	 1171	 1413	 4095	6619	008
D 	2022-02-06 09:35:47	  67 	c1937 	 2763 	 3389	 1158	  946	 1110	 1171	 1414	 4095	6619	008
D 	2022-02-06 09:36:47	  66 	c1937 	 2763 	 3391	 1197	  920	 1107	 1169	 1411	 4095	6623	007
D 	2022-02-06 09:37:47	  67 	c1937 	 2763 	 3388	 1287	  965	 1111	 1171	 1411	 4095	6617	007
D 	2022-02-06 09:38:47	  68 	c1937 	 2763 	 3385	 1393	  923	 1110	 1171	 1413	 4095	6611	008
D 	2022-02-06 09:39:47	  67 	c1937 	 2763 	 3388	 1538	 1012	 1111	 1171	 1412	 4095	6617	007
D 	2022-02-06 09:40:47	  70 	c1937 	 2763 	 3387	 1622	  962	 1110	 1170	 1413	 4095	6615	008
D 	2022-02-06 09:41:47	  69 	c1937 	 2763 	 3389	 1659	  958	 1114	 1167	 1412	 4095	6619	007
D 	2022-02-06 09:42:47	  65 	c1937 	 2763 	 3389	 1646	  967	 1114	 1167	 1413	 4095	6619	008
D 	2022-02-06 09:43:47	  68 	c1937 	 2763 	 3388	 1664	 1026	 1168	 1230	 1413	 4095	6617	008
D 	2022-02-06 09:44:47	  69 	c1937 	 2763 	 3389	 1727	  983	 1114	 1167	 1412	 4095	6619	007
D 	2022-02-06 09:45:47	  67 	c1937 	 2763 	 3387	 1796	 1047	 1170	 1233	 1412	 4095	6615	007
D 	2022-02-06 09:46:47	  68 	c1937 	 2763 	 3386	 1837	 1011	 1111	 1171	 1413	 4095	6613	008
D 	2022-02-06 09:47:47	  69 	c1937 	 2763 	 3388	 1767	  977	 1107	 1169	 1414	 4095	6617	008
